velo_id,performance,timestamp
velo_354,0.9017407590291998,2018-01-06 14:07:00
velo_354,0.8998958665218862,2018-01-07 17:32:00
velo_354,0.8984539003044978,2018-01-09 08:00:00
velo_354,0.8978729570181926,2018-01-11 10:13:00
velo_354,0.8960979815527081,2018-01-12 05:44:00
velo_354,0.8940538048255015,2018-01-13 15:28:00
velo_354,0.8918307891161744,2018-01-13 22:38:00
velo_354,0.8885611852691909,2018-01-13 23:25:00
velo_354,0.8866547988379647,2018-01-15 10:35:00
velo_354,0.8840436570035332,2018-01-15 18:33:00
velo_354,0.8818643659729813,2018-01-17 04:16:00
velo_354,0.8801659662003172,2018-01-17 19:51:00
velo_354,0.877164511382479,2018-01-18 14:33:00
velo_354,0.87521683072677,2018-01-18 18:11:00
velo_354,0.8744448724823431,2018-01-19 11:57:00
velo_354,0.8721128609836966,2018-01-19 15:29:00
velo_354,0.8694975338139158,2018-01-19 15:43:00
velo_354,0.8695060903217617,2018-01-19 17:59:00
velo_354,0.864565128729362,2018-01-21 10:17:00
velo_354,0.8613778223160492,2018-01-23 07:38:00
velo_354,0.8587643014463043,2018-01-23 16:05:00
velo_354,0.8581683976310742,2018-01-25 14:53:00
