velo_id,performance,timestamp
velo_17,0.85,2018-01-06 05:00:00
velo_17,0.85,2018-01-06 17:15:00
velo_17,0.85,2018-01-07 03:24:00
velo_17,0.85,2018-01-07 08:49:00
velo_17,0.85,2018-01-07 09:21:00
velo_17,0.85,2018-01-07 12:15:00
velo_17,0.85,2018-01-07 13:21:00
velo_17,0.85,2018-01-07 16:01:00
velo_17,0.85,2018-01-07 19:44:00
velo_17,0.85,2018-01-08 16:00:00
velo_17,0.85,2018-01-08 20:03:00
velo_17,0.85,2018-01-09 16:00:00
velo_17,0.85,2018-01-09 20:03:00
velo_17,0.85,2018-01-09 20:45:00
velo_17,0.85,2018-01-10 09:16:00
velo_17,0.85,2018-01-11 17:52:00
velo_17,0.85,2018-01-12 20:04:00
velo_17,0.85,2018-01-12 20:21:00
velo_17,0.85,2018-01-12 21:12:00
velo_17,0.85,2018-01-12 21:59:00
velo_17,0.85,2018-01-12 22:13:00
velo_17,0.85,2018-01-12 22:38:00
velo_17,0.85,2018-01-12 22:56:00
velo_17,0.85,2018-01-12 23:34:00
velo_17,0.85,2018-01-12 23:37:00
velo_17,0.85,2018-01-13 00:07:00
velo_17,0.85,2018-01-13 00:56:00
