velo_id,performance,timestamp
velo_56,0.85,2018-01-02 02:23:00
velo_56,0.85,2018-01-02 05:46:00
velo_56,0.85,2018-01-02 06:53:00
velo_56,0.85,2018-01-02 08:28:00
velo_56,0.85,2018-01-02 09:06:00
velo_56,0.85,2018-01-02 15:31:00
velo_56,0.85,2018-01-02 17:53:00
velo_56,0.85,2018-01-03 23:23:00
velo_56,0.85,2018-01-04 03:00:00
velo_56,0.85,2018-01-04 04:39:00
velo_56,0.85,2018-01-04 18:21:00
velo_56,0.85,2018-01-05 05:54:00
velo_56,0.85,2018-01-05 06:18:00
velo_56,0.3,2018-01-05 06:55:00
velo_56,0.3,2018-01-05 07:16:00
velo_56,0.3,2018-01-05 07:47:00
velo_56,0.3,2018-01-05 07:48:00
velo_56,0.3,2018-01-05 08:02:00
velo_56,0.3,2018-01-05 08:07:00
velo_56,0.3,2018-01-05 09:19:00
velo_56,0.3,2018-01-05 09:36:00
velo_56,0.3,2018-01-05 09:45:00
velo_56,0.3,2018-01-05 10:08:00
velo_56,0.3,2018-01-05 10:27:00
velo_56,0.3,2018-01-05 10:37:00
velo_56,0.3,2018-01-05 10:42:00
velo_56,0.3,2018-01-05 10:50:00
velo_56,0.3,2018-01-05 11:13:00
velo_56,0.3,2018-01-05 11:21:00
velo_56,0.3,2018-01-05 11:22:00
velo_56,0.3,2018-01-05 11:44:00
velo_56,0.3,2018-01-05 11:49:00
velo_56,0.3,2018-01-05 13:55:00
velo_56,0.3,2018-01-05 17:08:00
velo_56,0.3,2018-01-05 17:12:00
velo_56,0.3,2018-01-05 17:39:00
velo_56,0.3,2018-01-05 18:02:00
velo_56,0.3,2018-01-08 20:18:00
velo_56,0.3,2018-01-08 20:23:00
velo_56,0.3,2018-01-08 20:49:00
velo_56,0.3,2018-01-08 21:15:00
velo_56,0.3,2018-01-08 21:27:00
velo_56,0.3,2018-01-08 22:55:00
velo_56,0.3,2018-01-09 00:50:00
velo_56,0.3,2018-01-09 04:20:00
velo_56,0.3,2018-01-09 07:34:00
velo_56,0.3,2018-01-09 07:48:00
velo_56,0.3,2018-01-09 08:32:00
velo_56,0.3,2018-01-09 08:32:00
velo_56,0.3,2018-01-09 09:22:00
velo_56,0.3,2018-01-09 09:36:00
velo_56,0.3,2018-01-09 09:53:00
velo_56,0.3,2018-01-09 10:27:00
velo_56,0.3,2018-01-09 10:40:00
velo_56,0.3,2018-01-09 10:42:00
velo_56,0.3,2018-01-09 11:13:00
velo_56,0.3,2018-01-09 11:22:00
velo_56,0.3,2018-01-09 12:04:00
velo_56,0.3,2018-01-09 12:34:00
velo_56,0.3,2018-01-09 13:12:00
velo_56,0.3,2018-01-09 13:12:00
velo_56,0.3,2018-01-09 13:45:00
velo_56,0.3,2018-01-09 13:46:00
velo_56,0.3,2018-01-09 16:20:00
velo_56,0.3,2018-01-09 16:24:00
velo_56,0.3,2018-01-09 16:31:00
velo_56,0.3,2018-01-09 16:32:00
velo_56,0.3,2018-01-09 16:44:00
velo_56,0.3,2018-01-09 16:45:00
velo_56,0.3,2018-01-09 16:51:00
velo_56,0.3,2018-01-09 16:55:00
velo_56,0.3,2018-01-09 17:21:00
velo_56,0.3,2018-01-09 17:26:00
velo_56,0.3,2018-01-09 17:49:00
velo_56,0.3,2018-01-09 17:57:00
velo_56,0.3,2018-01-09 17:59:00
velo_56,0.3,2018-01-09 18:02:00
velo_56,0.3,2018-01-09 18:03:00
velo_56,0.3,2018-01-09 18:08:00
velo_56,0.3,2018-01-09 18:19:00
velo_56,0.3,2018-01-09 18:20:00
velo_56,0.3,2018-01-09 18:22:00
velo_56,0.3,2018-01-09 18:32:00
