velo_id,performance,timestamp
velo_107,0.85,2018-01-02 19:59:00
velo_107,0.85,2018-01-03 07:55:00
velo_107,0.85,2018-01-03 17:32:00
velo_107,0.85,2018-01-06 15:36:00
velo_107,0.85,2018-01-06 16:23:00
velo_107,0.85,2018-01-08 06:19:00
velo_107,0.85,2018-01-08 14:52:00
velo_107,0.85,2018-01-08 15:59:00
velo_107,0.85,2018-01-09 04:41:00
velo_107,0.85,2018-01-09 06:28:00
velo_107,0.85,2018-01-09 10:01:00
velo_107,0.85,2018-01-09 17:10:00
velo_107,0.85,2018-01-11 10:12:00
velo_107,0.85,2018-01-11 15:21:00
velo_107,0.85,2018-01-12 18:01:00
velo_107,0.85,2018-01-12 19:43:00
velo_107,0.85,2018-01-13 08:32:00
velo_107,0.85,2018-01-14 08:16:00
velo_107,0.85,2018-01-14 16:05:00
velo_107,0.85,2018-01-15 21:07:00
velo_107,0.85,2018-01-18 06:17:00
velo_107,0.85,2018-01-21 01:36:00
velo_107,0.85,2018-01-21 17:16:00
velo_107,0.85,2018-01-22 18:03:00
velo_107,0.85,2018-01-22 18:19:00
