velo_id,performance,timestamp
velo_242,0.8472597408443554,2018-01-07 15:11:00
velo_242,0.8478665375957215,2018-01-12 09:37:00
velo_242,0.8472418837301477,2018-01-14 09:30:00
velo_242,0.8458117325253477,2018-01-14 14:33:00
velo_242,0.8417079187593314,2018-01-16 18:03:00
velo_242,0.8403929028901658,2018-01-16 18:21:00
velo_242,0.8381520158171981,2018-01-18 08:20:00
velo_242,0.835483414257335,2018-01-18 08:49:00
velo_242,0.8339002870068112,2018-01-18 10:09:00
velo_242,0.8315881450090846,2018-01-18 17:48:00
velo_242,0.8302574763177726,2018-01-19 06:25:00
velo_242,0.8278437455902574,2018-01-19 15:09:00
velo_242,0.8241178593996061,2018-01-20 06:22:00
velo_242,0.8211200426715208,2018-01-20 20:43:00
velo_242,0.8198273437445744,2018-01-25 07:39:00
velo_242,0.8198628218534314,2018-01-25 15:03:00
