velo_id,performance,timestamp
velo_261,0.9733511920591656,2018-01-02 10:30:00
velo_261,0.9717971507699774,2018-01-02 10:52:00
velo_261,0.9716002311882741,2018-01-02 11:23:00
velo_261,0.9702431680307538,2018-01-02 12:34:00
velo_261,0.9695915414616753,2018-01-02 15:28:00
velo_261,0.9664373873843725,2018-01-02 17:23:00
velo_261,0.9641666788108973,2018-01-02 19:13:00
velo_261,0.9611444420635357,2018-01-03 05:41:00
velo_261,0.9594570424324244,2018-01-03 06:09:00
velo_261,0.9568910875838416,2018-01-03 18:35:00
velo_261,0.9539935858452729,2018-01-04 03:06:00
velo_261,0.29783475332133164,2018-01-04 16:58:00
velo_261,0.2964786162150099,2018-01-04 20:39:00
velo_261,0.2928341565968515,2018-01-05 07:03:00
velo_261,0.2904113315921088,2018-01-05 07:33:00
velo_261,0.28727286851496464,2018-01-05 08:08:00
velo_261,0.28582687512333116,2018-01-05 10:39:00
velo_261,0.28388198538450465,2018-01-05 15:54:00
velo_261,0.28077187602637277,2018-01-05 18:49:00
velo_261,0.27848816115377345,2018-01-05 18:57:00
velo_261,0.2759700098602997,2018-01-05 20:01:00
velo_261,0.2743511081472922,2018-01-05 20:39:00
velo_261,0.2713587212667531,2018-01-05 20:50:00
velo_261,0.2688028608460551,2018-01-06 00:24:00
velo_261,0.26635161087633746,2018-01-06 01:13:00
velo_261,0.2664234254789131,2018-01-06 07:03:00
velo_261,0.26338319664582566,2018-01-06 07:42:00
velo_261,0.26128157206271074,2018-01-06 08:08:00
velo_261,0.25905803493792934,2018-01-06 10:32:00
velo_261,0.25960542872387016,2018-01-06 10:53:00
velo_261,0.25831570348944954,2018-01-06 11:54:00
velo_261,0.25750732738299176,2018-01-06 14:59:00
velo_261,0.2548975881489052,2018-01-06 15:54:00
velo_261,0.2515853006157207,2018-01-06 16:14:00
velo_261,0.24934718835514535,2018-01-06 20:39:00
velo_261,0.24790837143582228,2018-01-07 03:40:00
velo_261,0.24480224694621036,2018-01-07 07:27:00
