velo_id,performance,timestamp
velo_210,0.8465905169180408,2018-01-04 13:07:00
velo_210,0.8431577089329448,2018-01-05 23:21:00
velo_210,0.8411545824218499,2018-01-06 13:19:00
velo_210,0.8399426903392363,2018-01-06 16:01:00
velo_210,0.8395533678134278,2018-01-06 16:40:00
velo_210,0.8388453143310648,2018-01-06 17:06:00
velo_210,0.8366058528854393,2018-01-06 19:41:00
velo_210,0.8347207386426025,2018-01-07 06:02:00
velo_210,0.8336287437309228,2018-01-07 07:26:00
velo_210,0.83169902811828,2018-01-07 08:35:00
velo_210,0.8313899250940463,2018-01-07 09:09:00
velo_210,0.8293121599382522,2018-01-07 15:15:00
velo_210,0.04755053230032289,2018-01-07 16:01:00
velo_210,0.044980948600168616,2018-01-07 16:36:00
velo_210,0.04237363979891079,2018-01-07 16:38:00
velo_210,0.04041222449527977,2018-01-07 17:22:00
velo_210,0.03915388048148081,2018-01-07 17:30:00
velo_210,0.03713637817246322,2018-01-07 18:07:00
velo_210,0.03594966708564911,2018-01-07 18:07:00
velo_210,0.034934099240579296,2018-01-07 18:10:00
velo_210,0.033483511107093876,2018-01-07 18:10:00
velo_210,0.03124010667077395,2018-01-07 18:29:00
velo_210,0.027689140258065126,2018-01-07 18:29:00
velo_210,0.024727044232871365,2018-01-07 18:38:00
velo_210,0.022102247791841688,2018-01-07 18:42:00
velo_210,0.02037889945832137,2018-01-07 18:45:00
velo_210,0.017709718629712188,2018-01-07 18:59:00
velo_210,0.01598460614462373,2018-01-07 20:06:00
velo_210,0.013729334799800767,2018-01-07 20:10:00
velo_210,0.01042642650793547,2018-01-07 20:30:00
velo_210,0.008539995284753238,2018-01-07 20:38:00
velo_210,0.006096351614271415,2018-01-07 20:51:00
velo_210,0.003252765956647295,2018-01-07 20:53:00
velo_210,0.0016646878091675298,2018-01-07 20:57:00
velo_210,-0.0008785221033165158,2018-01-07 21:02:00
velo_210,-0.002730408413309692,2018-01-07 21:17:00
