velo_id,performance,timestamp
velo_375,0.8482248044865315,2018-01-05 11:04:00
velo_375,0.8460335814784864,2018-01-06 18:57:00
velo_375,0.8427707138945183,2018-01-11 08:23:00
velo_375,0.8415234326081589,2018-01-14 15:36:00
velo_375,0.8401169910416787,2018-01-15 04:23:00
velo_375,0.8403450200645228,2018-01-15 06:29:00
velo_375,0.839170647898715,2018-01-15 18:32:00
velo_375,0.8363941683488524,2018-01-21 21:47:00
velo_375,0.8337008573044778,2018-01-22 03:37:00
velo_375,0.8332021139184607,2018-01-24 15:48:00
