id,timestamp,sur_velo,velo,vitesse,position,destination_finale
190,2018-01-01 00:01:00,False,False,0.030000000000000006,(lon:46.07 lat:1.50),False
190,2018-01-01 00:02:00,False,False,0.030000000000000006,(lon:46.07 lat:1.50),False
190,2018-01-01 00:03:00,False,False,0.030000000000000006,(lon:46.07 lat:1.50),False
190,2018-01-01 00:04:00,False,False,0.030000000000000006,(lon:46.07 lat:1.50),False
190,2018-01-01 00:05:00,False,False,0.030000000000000006,(lon:46.07 lat:1.50),False
190,2018-01-01 00:06:00,False,False,0.030000000000000006,(lon:46.07 lat:1.50),False
190,2018-01-01 00:07:00,False,False,0.030000000000000006,(lon:46.07 lat:1.50),False
190,2018-01-01 00:08:00,False,False,0.030000000000000006,(lon:46.07 lat:1.50),False
190,2018-01-01 00:09:00,False,False,0.030000000000000006,(lon:46.07 lat:1.50),False
190,2018-01-01 00:10:00,False,False,0.030000000000000006,(lon:46.07 lat:1.50),False
190,2018-01-01 00:11:00,False,False,0.030000000000000006,(lon:46.07 lat:1.50),False
190,2018-01-01 00:12:00,False,False,0.030000000000000006,(lon:46.07 lat:1.50),False
190,2018-01-01 00:13:00,False,False,0.030000000000000006,(lon:46.07 lat:1.50),False
190,2018-01-01 00:14:00,False,False,0.030000000000000006,(lon:46.07 lat:1.50),False
190,2018-01-01 00:15:00,False,False,0.030000000000000006,(lon:46.07 lat:1.50),False
190,2018-01-01 00:16:00,False,False,0.030000000000000006,(lon:46.07 lat:1.50),False
190,2018-01-01 00:17:00,False,False,0.030000000000000006,(lon:46.07 lat:1.50),False
190,2018-01-01 00:18:00,False,False,0.030000000000000006,(lon:46.07 lat:1.50),False
190,2018-01-01 00:19:00,False,False,0.030000000000000006,(lon:46.07 lat:1.50),False
190,2018-01-01 00:20:00,False,False,0.030000000000000006,(lon:46.07 lat:1.50),False
190,2018-01-01 00:21:00,False,False,0.030000000000000006,(lon:46.07 lat:1.50),False
190,2018-01-01 00:22:00,False,False,0.030000000000000006,(lon:46.07 lat:1.50),False
190,2018-01-01 00:23:00,False,False,0.030000000000000006,(lon:46.07 lat:1.50),False
190,2018-01-01 00:24:00,False,False,0.030000000000000006,(lon:46.07 lat:1.50),False
190,2018-01-01 00:25:00,False,False,0.030000000000000006,(lon:46.07 lat:1.50),False
190,2018-01-01 00:26:00,False,False,0.030000000000000006,(lon:46.07 lat:1.50),False
190,2018-01-01 00:27:00,False,False,0.030000000000000006,(lon:46.07 lat:1.50),False
190,2018-01-01 00:28:00,False,False,0.030000000000000006,(lon:46.07 lat:1.50),False
190,2018-01-01 00:29:00,False,False,0.030000000000000006,(lon:46.07 lat:1.50),False
190,2018-01-01 00:30:00,False,False,0.030000000000000006,(lon:46.07 lat:1.50),False
190,2018-01-01 00:31:00,False,False,0.030000000000000006,(lon:46.07 lat:1.50),False
190,2018-01-01 00:32:00,False,False,0.030000000000000006,(lon:46.07 lat:1.50),False
190,2018-01-01 00:33:00,False,False,0.030000000000000006,(lon:46.07 lat:1.50),False
190,2018-01-01 00:34:00,False,False,0.030000000000000006,(lon:46.07 lat:1.50),False
190,2018-01-01 00:35:00,False,False,0.030000000000000006,(lon:46.07 lat:1.50),False
190,2018-01-01 00:36:00,False,False,0.030000000000000006,(lon:46.07 lat:1.50),False
190,2018-01-01 00:37:00,False,False,0.030000000000000006,(lon:46.07 lat:1.50),False
