timestamp,station_id,cycliste_id,velo_id,velo_performance,action
timestamp,station_id,cycliste_id,velo_id,velo_performance,action
timestamp,station_id,performance
2018-01-01 06:45:00,12,4364,velo_30423,0.85,recuperer
2018-01-01 06:45:00,12,1
2018-01-01 07:28:00,12,1
reparee
2018-01-07 14:32:00,12,1
reparee
2018-01-08 10:51:00,12,5643,velo_2955,0.4748198186720147,recuperer
2018-01-08 10:51:00,12,1
2018-01-08 15:56:00,12,5643,velo_2955,0.4368805913242593,donner
2018-01-08 15:56:00,12,1
2018-01-09 10:20:00,12,5643,velo_450,0.8400910821181758,recuperer
2018-01-09 10:20:00,12,1
2018-01-09 15:56:00,12,5643,velo_30423,0.5323682675952304,donner
2018-01-09 15:56:00,12,1
2018-01-10 11:21:00,12,5643,velo_137,0.8591124702598912,recuperer
2018-01-10 11:21:00,12,1
2018-01-10 15:56:00,12,5643,velo_148,0.85,donner
2018-01-10 15:56:00,12,1
2018-01-11 11:24:00,12,5643,velo_857,0.517307634818019,recuperer
2018-01-11 11:24:00,12,1
2018-01-11 15:56:00,12,5643,velo_149,0.85,donner
2018-01-11 15:56:00,12,1
2018-01-12 23:56:00,12,5643,velo_450,0.8339510056123384,donner
2018-01-12 23:56:00,12,1
2018-01-13 21:36:00,12,1
reparee
