timestamp,station_id,cycliste_id,velo_id,velo_performance,action
timestamp,station_id,cycliste_id,velo_id,velo_performance,action
timestamp,station_id,performance
2018-01-01 03:55:00,18,2169,velo_229,0.9183135922941111,donner
2018-01-01 03:55:00,18,1
2018-01-01 07:54:00,18,4100,velo_5828,0.85,recuperer
2018-01-01 07:54:00,18,1
2018-01-01 09:22:00,18,4330,velo_12885,0.85,recuperer
2018-01-01 09:22:00,18,1
2018-01-01 11:39:00,18,1
reparee
2018-01-01 13:58:00,18,2169,velo_32190,0.85,recuperer
2018-01-01 13:58:00,18,1
2018-01-01 16:00:00,18,4100,velo_226,0.85,donner
2018-01-01 16:00:00,18,1
2018-01-01 18:58:00,18,4330,velo_231,0.85,donner
2018-01-01 18:58:00,18,1
2018-01-02 03:55:00,18,2169,velo_223,0.85,donner
2018-01-02 03:55:00,18,1
2018-01-02 07:57:00,18,4100,velo_17571,0.6617145190518811,recuperer
2018-01-02 07:57:00,18,1
2018-01-02 09:23:00,18,4330,velo_231,0.846874161114103,recuperer
2018-01-02 09:23:00,18,1
2018-01-02 13:55:00,18,2169,velo_229,0.9106526396151753,recuperer
2018-01-02 13:55:00,18,1
2018-01-02 16:00:00,18,4100,velo_228,0.85,donner
2018-01-02 16:00:00,18,1
2018-01-02 18:58:00,18,4330,velo_231,0.844962561716821,donner
2018-01-02 18:58:00,18,1
2018-01-03 08:00:00,18,4100,velo_5829,0.5741602943302111,recuperer
2018-01-03 08:00:00,18,1
2018-01-03 09:25:00,18,4330,velo_140,0.85,recuperer
2018-01-03 09:25:00,18,1
2018-01-03 16:00:00,18,4100,velo_227,0.85,donner
2018-01-03 16:00:00,18,1
2018-01-03 18:58:00,18,4330,velo_32190,0.797370155024811,donner
2018-01-03 18:58:00,18,1
2018-01-04 03:55:00,18,2169,velo_229,0.9077366633215536,donner
2018-01-04 03:55:00,18,1
2018-01-04 07:59:00,18,4100,velo_5835,0.5829109699590302,recuperer
2018-01-04 07:59:00,18,1
2018-01-04 10:10:00,18,4330,velo_331,0.8472444606248704,recuperer
2018-01-04 10:10:00,18,1
2018-01-04 16:00:00,18,4100,velo_225,0.85,donner
2018-01-04 16:00:00,18,1
2018-01-04 18:58:00,18,4330,velo_230,0.901248033764573,donner
2018-01-04 18:58:00,18,1
2018-01-04 19:52:00,18,2169,velo_1021,0.43972339924935566,recuperer
2018-01-04 19:52:00,18,1
2018-01-05 03:55:00,18,2169,velo_224,0.85,donner
2018-01-05 03:55:00,18,1
2018-01-05 07:54:00,18,4100,velo_227,0.834209683951649,recuperer
2018-01-05 07:54:00,18,1
2018-01-05 09:41:00,18,4330,velo_80,0.85,recuperer
2018-01-05 09:41:00,18,1
2018-01-05 16:00:00,18,4100,velo_221,0.85,donner
2018-01-05 16:00:00,18,1
2018-01-05 18:58:00,18,4330,velo_17571,0.5568872988358654,donner
2018-01-05 18:58:00,18,1
2018-01-07 09:04:00,18,5616,velo_1151,0.7461528824107456,recuperer
2018-01-07 09:04:00,18,1
2018-01-07 16:23:00,18,5616,velo_80,0.85,donner
2018-01-07 16:23:00,18,1
2018-01-07 18:43:00,18,1
reparee
2018-01-08 09:28:00,18,5616,velo_132,0.85,recuperer
2018-01-08 09:28:00,18,1
2018-01-08 10:18:00,18,4100,velo_1297,0.40014032350345413,recuperer
2018-01-08 10:18:00,18,1
2018-01-08 16:00:00,18,4100,velo_331,0.8457336679508143,donner
2018-01-08 16:00:00,18,1
