timestamp,station_id,cycliste_id,velo_id,velo_performance,action
timestamp,station_id,cycliste_id,velo_id,velo_performance,action
timestamp,station_id,performance
2018-01-01 02:06:00,17,1531,velo_209,0.85,donner
2018-01-01 02:06:00,17,1
2018-01-01 10:58:00,17,1
reparee
2018-01-01 15:30:00,17,1531,velo_4904,0.6888870501582142,recuperer
2018-01-01 15:30:00,17,1
2018-01-02 02:06:00,17,1531,velo_4904,0.6260949369222719,donner
2018-01-02 02:06:00,17,1
2018-01-02 19:52:00,17,1531,velo_19057,0.5430230218815404,recuperer
2018-01-02 19:52:00,17,1
2018-01-03 02:06:00,17,1531,velo_214,0.85,donner
2018-01-03 02:06:00,17,1
2018-01-03 20:20:00,17,1531,velo_3722,0.45051370238249266,recuperer
2018-01-03 20:20:00,17,1
2018-01-04 02:06:00,17,1531,velo_218,0.85,donner
2018-01-04 02:06:00,17,1
2018-01-04 04:38:00,17,3845,velo_217,0.85,donner
2018-01-04 04:38:00,17,1
2018-01-04 12:50:00,17,4823,velo_210,0.85,donner
2018-01-04 12:50:00,17,1
2018-01-04 19:16:00,17,1531,velo_1264,0.9091180488578094,recuperer
2018-01-04 19:16:00,17,1
2018-01-05 02:06:00,17,1531,velo_1264,0.8936529765222867,donner
2018-01-05 02:06:00,17,1
2018-01-05 16:36:00,17,4339,velo_215,0.85,donner
2018-01-05 16:36:00,17,1
2018-01-05 20:15:00,17,1531,velo_2407,0.48075768998414276,recuperer
2018-01-05 20:15:00,17,1
2018-01-07 04:38:00,17,3845,velo_216,0.85,donner
2018-01-07 04:38:00,17,1
2018-01-07 16:36:00,17,4339,velo_2407,0.4498543625767248,donner
2018-01-07 16:36:00,17,1
2018-01-07 18:02:00,17,1
reparee
2018-01-08 02:06:00,17,1531,velo_3722,0.4283093974820978,donner
2018-01-08 02:06:00,17,1
2018-01-08 12:50:00,17,4823,velo_19057,0.42836955937996624,donner
2018-01-08 12:50:00,17,1
2018-01-08 16:36:00,17,4339,velo_213,0.85,donner
2018-01-08 16:36:00,17,1
2018-01-08 21:43:00,17,1531,velo_2179,0.44389212676334133,recuperer
2018-01-08 21:43:00,17,1
2018-01-09 02:06:00,17,1531,velo_208,0.8655364833702658,donner
2018-01-09 02:06:00,17,1
2018-01-10 01:07:00,17,1531,velo_2027,0.40108174953549763,recuperer
2018-01-10 01:07:00,17,1
2018-01-10 02:06:00,17,1531,velo_2179,0.4112589559465957,donner
2018-01-10 02:06:00,17,1
2018-01-10 20:39:00,17,1531,velo_2763,0.5266743502610456,recuperer
2018-01-10 20:39:00,17,1
2018-01-11 02:06:00,17,1531,velo_219,0.85,donner
2018-01-11 02:06:00,17,1
2018-01-11 12:50:00,17,4823,velo_2763,0.5148958180742051,donner
2018-01-11 12:50:00,17,1
2018-01-12 09:18:00,17,6089,velo_125,0.85,recuperer
2018-01-12 09:18:00,17,1
2018-01-12 16:32:00,17,6089,velo_211,0.85,donner
2018-01-12 16:32:00,17,1
2018-01-12 16:36:00,17,4339,velo_125,0.85,donner
2018-01-12 16:36:00,17,1
2018-01-12 18:17:00,17,4545,velo_212,0.85,donner
2018-01-12 18:17:00,17,1
2018-01-12 18:39:00,17,6139,velo_2027,0.37442499789583433,donner
2018-01-12 18:39:00,17,1
2018-01-12 18:39:00,17,6139,velo_2027,0.37442499789583433,recuperer
2018-01-12 18:39:00,17,1
2018-01-13 05:59:00,17,3845,velo_2027,0.3578112431146158,donner
2018-01-13 05:59:00,17,1
2018-01-13 05:59:00,17,3845,velo_2027,0.3578112431146158,recuperer
2018-01-13 05:59:00,17,1
2018-01-14 01:06:00,17,1
reparee
2018-01-14 04:38:00,17,3845,velo_2027,0.34053618541642294,donner
2018-01-14 04:38:00,17,1
2018-01-14 04:38:00,17,3845,velo_2027,0.34053618541642294,recuperer
2018-01-14 04:38:00,17,1
