timestamp,station_id,cycliste_id,velo_id,velo_performance,action
timestamp,station_id,cycliste_id,velo_id,velo_performance,action
timestamp,station_id,performance
2018-01-01 04:02:00,24,3188,velo_11132,0.936689745950615,recuperer
2018-01-01 04:02:00,24,1
2018-01-01 08:28:00,24,77,velo_30447,0.85,recuperer
2018-01-01 08:28:00,24,1
2018-01-01 09:49:00,24,381,velo_347,0.85,donner
2018-01-01 09:49:00,24,1
2018-01-01 14:34:00,24,3188,velo_350,0.85,donner
2018-01-01 14:34:00,24,1
2018-01-01 15:45:00,24,1
reparee
2018-01-01 16:29:00,24,381,velo_26221,0.6666828100118379,recuperer
2018-01-01 16:29:00,24,1
2018-01-01 17:29:00,24,77,velo_352,0.85,donner
2018-01-01 17:29:00,24,1
2018-01-02 04:05:00,24,3188,velo_11124,0.7057046943002404,recuperer
2018-01-02 04:05:00,24,1
2018-01-02 08:54:00,24,77,velo_3132,0.6434178580912695,recuperer
2018-01-02 08:54:00,24,1
2018-01-02 14:34:00,24,3188,velo_355,0.85,donner
2018-01-02 14:34:00,24,1
2018-01-02 17:29:00,24,77,velo_356,0.85,donner
2018-01-02 17:29:00,24,1
2018-01-03 09:49:00,24,381,velo_30447,0.37125500829768027,donner
2018-01-03 09:49:00,24,1
2018-01-03 09:49:00,24,381,velo_358,0.85,donner
2018-01-03 09:49:00,24,1
2018-01-03 09:49:00,24,381,velo_30447,0.37125500829768027,recuperer
2018-01-03 09:49:00,24,1
2018-01-03 16:46:00,24,381,velo_3956,0.4184184061451121,recuperer
2018-01-03 16:46:00,24,1
2018-01-04 04:10:00,24,3188,velo_11121,0.48021259923691795,recuperer
2018-01-04 04:10:00,24,1
2018-01-04 08:32:00,24,77,velo_9433,0.6900768426952483,recuperer
2018-01-04 08:32:00,24,1
2018-01-04 14:34:00,24,3188,velo_351,0.8893474427716838,donner
2018-01-04 14:34:00,24,1
2018-01-04 17:29:00,24,77,velo_3956,0.35985013645622965,donner
2018-01-04 17:29:00,24,1
2018-01-04 17:29:00,24,77,velo_9433,0.6621531142109517,donner
2018-01-04 17:29:00,24,1
2018-01-04 17:29:00,24,77,velo_3956,0.35985013645622965,recuperer
2018-01-04 17:29:00,24,1
2018-01-05 04:12:00,24,3188,velo_2664,0.4332423465134382,recuperer
2018-01-05 04:12:00,24,1
2018-01-05 08:42:00,24,77,velo_11683,0.5204173294887563,recuperer
2018-01-05 08:42:00,24,1
2018-01-05 09:49:00,24,381,velo_11121,0.35539898285144045,donner
2018-01-05 09:49:00,24,1
2018-01-05 09:49:00,24,381,velo_30447,0.07333412941240741,donner
2018-01-05 09:49:00,24,1
2018-01-05 09:49:00,24,381,velo_2664,0.3767470780783931,donner
2018-01-05 09:49:00,24,1
2018-01-05 09:49:00,24,381,velo_348,0.85,donner
2018-01-05 09:49:00,24,1
2018-01-05 09:49:00,24,381,velo_11121,0.35539898285144045,recuperer
2018-01-05 09:49:00,24,1
2018-01-05 09:49:00,24,381,velo_30447,0.07333412941240741,recuperer
2018-01-05 09:49:00,24,1
2018-01-05 09:49:00,24,381,velo_2664,0.3767470780783931,recuperer
2018-01-05 09:49:00,24,1
2018-01-05 14:34:00,24,3188,velo_353,0.85,donner
2018-01-05 14:34:00,24,1
2018-01-05 17:29:00,24,77,velo_354,0.9364302806659802,donner
2018-01-05 17:29:00,24,1
2018-01-06 14:34:00,24,3188,velo_11121,0.19701781953810127,donner
2018-01-06 14:34:00,24,1
2018-01-06 14:34:00,24,3188,velo_2664,0.3671338155171753,donner
2018-01-06 14:34:00,24,1
2018-01-06 14:34:00,24,3188,velo_349,0.85,donner
2018-01-06 14:34:00,24,1
2018-01-06 14:34:00,24,3188,velo_11121,0.19701781953810127,recuperer
2018-01-06 14:34:00,24,1
2018-01-06 14:34:00,24,3188,velo_2664,0.3671338155171753,recuperer
2018-01-06 14:34:00,24,1
2018-01-07 04:59:00,24,3188,velo_2984,0.40292851511576117,recuperer
2018-01-07 04:59:00,24,1
2018-01-07 09:49:00,24,381,velo_11121,0.17126825176819263,donner
2018-01-07 09:49:00,24,1
2018-01-07 09:49:00,24,381,velo_30447,-0.44234329977198533,donner
2018-01-07 09:49:00,24,1
2018-01-07 09:49:00,24,381,velo_2984,0.374715595971286,donner
2018-01-07 09:49:00,24,1
2018-01-07 09:49:00,24,381,velo_11132,0.7604236207469315,donner
2018-01-07 09:49:00,24,1
2018-01-07 09:49:00,24,381,velo_11121,0.17126825176819263,recuperer
2018-01-07 09:49:00,24,1
2018-01-07 09:49:00,24,381,velo_30447,-0.44234329977198533,recuperer
2018-01-07 09:49:00,24,1
2018-01-07 09:49:00,24,381,velo_2984,0.374715595971286,recuperer
2018-01-07 09:49:00,24,1
2018-01-07 14:34:00,24,3188,velo_11124,0.5573273505977221,donner
2018-01-07 14:34:00,24,1
2018-01-07 22:49:00,24,1
reparee
2018-01-08 09:49:00,24,381,velo_11121,0.017447141707881725,donner
2018-01-08 09:49:00,24,1
2018-01-08 09:49:00,24,381,velo_26221,0.38027378168739073,donner
2018-01-08 09:49:00,24,1
2018-01-08 09:49:00,24,381,velo_3956,0.2669364627225257,donner
2018-01-08 09:49:00,24,1
2018-01-08 09:49:00,24,381,velo_357,0.85,donner
2018-01-08 09:49:00,24,1
2018-01-08 09:49:00,24,381,velo_11121,0.017447141707881725,recuperer
2018-01-08 09:49:00,24,1
2018-01-08 09:49:00,24,381,velo_26221,0.38027378168739073,recuperer
2018-01-08 09:49:00,24,1
2018-01-08 09:49:00,24,381,velo_3956,0.2669364627225257,recuperer
2018-01-08 09:49:00,24,1
2018-01-08 12:49:00,24,77,velo_1206,0.7392479038775545,recuperer
2018-01-08 12:49:00,24,1
2018-01-08 17:29:00,24,77,velo_1206,0.7413759785334745,donner
2018-01-08 17:29:00,24,1
2018-01-08 22:34:00,24,3188,velo_11121,-0.120399642037819,donner
2018-01-08 22:34:00,24,1
2018-01-08 22:34:00,24,3188,velo_30447,-0.7407206265492646,donner
2018-01-08 22:34:00,24,1
2018-01-08 22:34:00,24,3188,velo_11683,0.3992193938852527,donner
2018-01-08 22:34:00,24,1
2018-01-08 22:34:00,24,3188,velo_2984,0.3526294662887803,donner
2018-01-08 22:34:00,24,1
2018-01-08 22:34:00,24,3188,velo_2664,0.3269106581404771,donner
2018-01-08 22:34:00,24,1
2018-01-08 22:34:00,24,3188,velo_3956,0.23227888653378506,donner
2018-01-08 22:34:00,24,1
2018-01-08 22:34:00,24,3188,velo_26221,-0.09572563445960136,donner
2018-01-08 22:34:00,24,1
2018-01-08 22:34:00,24,3188,velo_3132,0.5938072195426903,donner
2018-01-08 22:34:00,24,1
2018-01-08 22:34:00,24,3188,velo_11121,-0.120399642037819,recuperer
2018-01-08 22:34:00,24,1
2018-01-08 22:34:00,24,3188,velo_30447,-0.7407206265492646,recuperer
2018-01-08 22:34:00,24,1
2018-01-08 22:34:00,24,3188,velo_11683,0.3992193938852527,recuperer
2018-01-08 22:34:00,24,1
2018-01-08 22:34:00,24,3188,velo_2984,0.3526294662887803,recuperer
2018-01-08 22:34:00,24,1
2018-01-08 22:34:00,24,3188,velo_2664,0.3269106581404771,recuperer
2018-01-08 22:34:00,24,1
2018-01-08 22:34:00,24,3188,velo_3956,0.23227888653378506,recuperer
2018-01-08 22:34:00,24,1
2018-01-08 22:34:00,24,3188,velo_26221,-0.09572563445960136,recuperer
2018-01-08 22:34:00,24,1
2018-01-09 08:39:00,24,77,velo_1828,0.4926183593430879,recuperer
2018-01-09 08:39:00,24,1
2018-01-09 10:57:00,24,381,velo_1296,0.4894505987898065,recuperer
2018-01-09 10:57:00,24,1
2018-01-09 12:55:00,24,3188,velo_289,0.4839410267081155,recuperer
2018-01-09 12:55:00,24,1
2018-01-09 14:34:00,24,3188,velo_2984,0.3223536428136277,donner
2018-01-09 14:34:00,24,1
2018-01-09 14:34:00,24,3188,velo_2664,0.29944730523874186,donner
2018-01-09 14:34:00,24,1
2018-01-09 14:34:00,24,3188,velo_30447,-0.9170512683332956,donner
2018-01-09 14:34:00,24,1
2018-01-09 14:34:00,24,3188,velo_1828,0.4718422014571544,donner
2018-01-09 14:34:00,24,1
2018-01-09 14:34:00,24,3188,velo_2984,0.3223536428136277,recuperer
2018-01-09 14:34:00,24,1
2018-01-09 14:34:00,24,3188,velo_2664,0.29944730523874186,recuperer
2018-01-09 14:34:00,24,1
2018-01-09 14:34:00,24,3188,velo_30447,-0.9170512683332956,recuperer
2018-01-09 14:34:00,24,1
2018-01-09 17:29:00,24,77,velo_2664,0.2749317302804581,donner
2018-01-09 17:29:00,24,1
2018-01-09 17:29:00,24,77,velo_26221,-0.33156519182624744,donner
2018-01-09 17:29:00,24,1
2018-01-09 17:29:00,24,77,velo_2984,0.3165450193640827,donner
2018-01-09 17:29:00,24,1
2018-01-09 17:29:00,24,77,velo_3956,0.17104515584254093,donner
2018-01-09 17:29:00,24,1
2018-01-09 17:29:00,24,77,velo_11121,-0.30289607163352295,donner
2018-01-09 17:29:00,24,1
2018-01-09 17:29:00,24,77,velo_289,0.4833308300373225,donner
2018-01-09 17:29:00,24,1
2018-01-09 17:29:00,24,77,velo_2664,0.2749317302804581,recuperer
2018-01-09 17:29:00,24,1
2018-01-09 17:29:00,24,77,velo_26221,-0.33156519182624744,recuperer
2018-01-09 17:29:00,24,1
2018-01-09 17:29:00,24,77,velo_2984,0.3165450193640827,recuperer
2018-01-09 17:29:00,24,1
2018-01-09 17:29:00,24,77,velo_3956,0.17104515584254093,recuperer
2018-01-09 17:29:00,24,1
2018-01-09 17:29:00,24,77,velo_11121,-0.30289607163352295,recuperer
2018-01-09 17:29:00,24,1
2018-01-10 09:49:00,24,381,velo_30447,-1.1936501788334606,donner
2018-01-10 09:49:00,24,1
